,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
521,10/29/2024,2024-10-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
522,10/29/2024,2024-10-30,UC SAN DIEGO BOOKSTORE,Education,Sale,-4.74,,,
523,10/28/2024,2024-10-30,VICTORIA'S SECRET 0072,Shopping,Sale,-35.56,,,
524,10/28/2024,2024-10-29,DOLLAR TREE,Shopping,Sale,-16.26,,,
525,10/28/2024,2024-10-29,TST*BCB CAFE - UCSD - SC,Food & Drink,Sale,-5.25,,,
526,10/28/2024,2024-10-29,UCSD STUDENT HEALTH SVC,Health & Wellness,Sale,-12.0,,,
527,10/28/2024,2024-10-29,PISTA HOUSE,Food & Drink,Sale,-89.91,,,
528,10/28/2024,2024-10-29,DOLLAR TREE,Shopping,Sale,-18.96,,,
529,10/28/2024,2024-10-29,OLIVE GARDEN ZK 0021358,Food & Drink,Sale,-83.16,,,
530,10/26/2024,2024-10-27,TST*ROCKIN BAJA LOBSTER,Food & Drink,Sale,-35.94,,,
531,10/25/2024,2024-10-27,Tacos El Gordo,Food & Drink,Sale,-20.4,,,
532,10/25/2024,2024-10-27,Tacos El Gordo,Food & Drink,Sale,-20.4,,,
533,10/24/2024,2024-10-27,TST*CITY TACOS- BALLPARK,Food & Drink,Sale,-17.61,,,
534,10/26/2024,2024-10-27,Ghirardelli San Diego,Groceries,Sale,-16.11,,,
535,10/26/2024,2024-10-27,CSD 6TH &amp; K PARK 39888,Travel,Sale,-7.0,,,
536,10/26/2024,2024-10-27,TST*RUSTIC ROOT,Food & Drink,Sale,-38.41,,,
537,10/26/2024,2024-10-27,TST*ROCKIN BAJA LOBSTER,Food & Drink,Sale,-30.17,,,
538,10/25/2024,2024-10-27,TST*RUSTIC ROOT,Food & Drink,Sale,-37.33,,,
539,10/24/2024,2024-10-27,TST*CITY TACOS- BALLPARK,Food & Drink,Sale,-13.57,,,
540,10/23/2024,2024-10-25,RALPHS #0077,Groceries,Sale,-1.78,,,
541,10/22/2024,2024-10-24,ROSS STORE #348,Shopping,Sale,-432.24,,,
542,10/21/2024,2024-10-23,CHOCOLATE SOUP,Shopping,Sale,-21.75,,,
543,10/22/2024,2024-10-23,COSTCO GAS #0488,Gas,Sale,-34.6,,,
544,10/21/2024,2024-10-23,E-Z TRIP (PARKWAY),Gas,Sale,-30.4,,,
545,10/21/2024,2024-10-23,ARCO #42496 AMPM,Gas,Sale,-11.09,,,
546,10/21/2024,2024-10-23,ARCO #42496 AMPM,Gas,Sale,-12.98,,,
547,10/20/2024,2024-10-22,YOSEMITE CONSERVANCY - TH,Shopping,Sale,-27.18,,,
548,10/20/2024,2024-10-21,DOLLAR TREE,Shopping,Sale,-31.75,,,
549,10/19/2024,2024-10-21,PIZZA FACTORY - MARIPOSA,Food & Drink,Sale,-38.9,,,
550,10/20/2024,2024-10-21,YOSEMITE LIQUOR,Food & Drink,Sale,-4.19,,,
551,10/19/2024,2024-10-21,TST*HAPPY GOAT FARM TO T,Food & Drink,Sale,-149.11,,,
552,10/19/2024,2024-10-21,STARBUCKS STORE 80888,Food & Drink,Sale,-18.2,,,
553,10/19/2024,2024-10-20,MARIPOSA MARKETPLACE,Shopping,Sale,-8.44,,,
554,10/18/2024,2024-10-20,COSTCO GAS #0488,Gas,Sale,-26.87,,,
555,10/18/2024,2024-10-20,IN-N-OUT SANTA ANA 3,Food & Drink,Sale,-47.25,,,
556,10/19/2024,2024-10-20,76 - CAL FRESNO 110,Gas,Sale,-31.35,,,
557,10/19/2024,2024-10-20,YOSEMITE NP,Bills & Utilities,Sale,-35.0,,,
558,10/18/2024,2024-10-20,LEMONGRASS,Food & Drink,Sale,-8.89,,,
559,10/14/2024,2024-10-16,ROSS STORE #348,Shopping,Sale,-26.93,,,
560,10/14/2024,2024-10-16,SUPERSTARCARWASH MISSION,Automotive,Sale,-16.0,,,
561,10/14/2024,2024-10-16,RESIDENCE INN BERKELEY,Travel,Sale,-275.08,,,
562,10/15/2024,2024-10-15,WAL-MART #5338,Shopping,Sale,-73.67,,,
563,10/14/2024,2024-10-15,PHILS BBQ PL RESTAURANT,Food & Drink,Sale,-120.92,,,
564,10/13/2024,2024-10-14,PP*FARM FRESH PET FOODS I,Shopping,Sale,-8.0,,,
565,10/13/2024,2024-10-14,TST*EL VIEJON SEAFOOD,Food & Drink,Sale,-48.49,,,
566,10/12/2024,2024-10-14,ROSS STORE #348,Shopping,Sale,-23.68,,,
567,10/13/2024,2024-10-14,UNCLE TETSU #31009,Food & Drink,Sale,-7.0,,,
568,10/12/2024,2024-10-13,COSTCO WHSE #0488,Shopping,Sale,-31.44,,,
569,10/12/2024,2024-10-13,PETCO 0583,Shopping,Sale,-28.39,,,
570,10/11/2024,2024-10-13,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-41.17,,,
571,10/12/2024,2024-10-13,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
572,10/11/2024,2024-10-11,BASKIN #357321,Food & Drink,Sale,-12.08,,,
573,10/09/2024,2024-10-10,COSTCO GAS #0488,Gas,Sale,-35.67,,,
574,10/08/2024,2024-10-10,CA DMV FEE,Bills & Utilities,Sale,-8.37,,,
575,10/08/2024,2024-10-10,STATE OF CALIF DMV INT SC,Bills & Utilities,Sale,-429.0,,,
576,10/08/2024,2024-10-09,COSTCO WHSE #0488,Shopping,Sale,-49.59,,,
577,10/07/2024,2024-10-08,USCIS ELIS I907 W/I765,Bills & Utilities,Sale,-2155.0,,,
578,10/07/2024,2024-10-08,UCSD PASSPORT OFFICE,Education,Sale,-6.0,,,
579,10/06/2024,2024-10-07,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-20.58,,,
580,10/06/2024,2024-10-07,GOOGLE *Google One,Shopping,Sale,-0.75,,,
581,10/05/2024,2024-10-06,Payment Thank You - Web,,Payment,1109.12,,,
582,10/05/2024,2024-10-06,COSTCO WHSE #0488,Shopping,Sale,-245.73,,,
583,10/04/2024,2024-10-06,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
584,10/05/2024,2024-10-06,T.J. MAXX #1476,Shopping,Sale,-63.5,,,
585,10/03/2024,2024-10-04,LEMONGRASS,Food & Drink,Sale,-8.89,,,
586,10/01/2024,2024-10-03,REGAL RANCHO 16  0361,Entertainment,Sale,-20.57,,,
587,10/01/2024,2024-10-02,EPC*EPIC GAMES STORE,Entertainment,Sale,-4.99,,,
588,09/30/2024,2024-10-02,ROSS STORE #348,Shopping,Sale,-8.61,,,
589,09/30/2024,2024-10-01,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
