Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/04/2025,08/06/2025,SDSU BOOKSTORE 304,Gifts & Donations,Sale,-57.11,
08/05/2025,08/05/2025,SQ *KILOWATT BREWING OCEA,Food & Drink,Sale,-6.14,
07/31/2025,08/03/2025,TRADER JOE S #224,Groceries,Sale,-4.38,
08/02/2025,08/03/2025,PETCO 0559,Shopping,Sale,-49.40,
08/02/2025,08/03/2025,PETCO 0559,Shopping,Sale,-13.46,
07/30/2025,07/31/2025,COSTCO GAS #0488,Gas,Sale,-29.85,
07/29/2025,07/31/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
07/29/2025,07/31/2025,TRADER JOE S #222,Groceries,Sale,-10.47,
07/29/2025,07/30/2025,GOOGLE *YouTube,Bills & Utilities,Sale,-7.99,
07/26/2025,07/28/2025,VONS #2012,Groceries,Sale,-14.32,
07/24/2025,07/27/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.39,
07/23/2025,07/25/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
07/23/2025,07/24/2025,NORTHGATE MARKET #036,Groceries,Sale,-68.62,
07/22/2025,07/24/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
07/20/2025,07/22/2025,M&amp;M MARKET,Shopping,Sale,-4.15,
07/21/2025,07/21/2025,IC* INSTACART,Groceries,Sale,-104.39,
07/14/2025,07/15/2025,SDSU,Education,Sale,-45.00,
07/12/2025,07/14/2025,ALASKA AIR  0272111230328,Travel,Sale,-35.00,
07/12/2025,07/13/2025,TST*PERCH CANTINA,Food & Drink,Sale,-18.20,
07/11/2025,07/13/2025,TOWNEPLACE SUITES RICH,Travel,Sale,-9.50,
07/11/2025,07/13/2025,TST*THE BRADLEY,Food & Drink,Sale,-33.28,
07/10/2025,07/13/2025,APPLEBEES 2107018,Food & Drink,Sale,-22.16,
07/11/2025,07/11/2025,AUTOMATIC PAYMENT - THANK,,Payment,15.20,
07/09/2025,07/11/2025,APPLEBEES 2107018,Food & Drink,Sale,-34.36,
07/10/2025,07/10/2025,WP*kayakbateman.com,Travel,Sale,-52.20,
07/08/2025,07/10/2025,DRUMHELLERS FOOD &amp; DRI,Food & Drink,Sale,-49.24,
07/07/2025,07/09/2025,TST*LU LU CRAFT BAR AND,Food & Drink,Sale,-33.80,
07/06/2025,07/08/2025,TOWNEPLACE SUITES RICH,Travel,Sale,-4.00,
07/06/2025,07/08/2025,SAN PEETS COFFEE T2E 4310,Food & Drink,Sale,-8.51,
07/06/2025,07/07/2025,TARGET        00008300,Shopping,Sale,-31.53,
07/06/2025,07/07/2025,MAHARAJA THE TASTE OF IN,Food & Drink,Sale,-36.88,
07/04/2025,07/06/2025,TST* PRIMOS MEXICAN FOOD,Food & Drink,Sale,-16.35,
07/01/2025,07/02/2025,PARKING.SDSU.EDU,Travel,Sale,-17.00,
06/29/2025,06/30/2025,GOOGLE *YouTube,Bills & Utilities,Sale,-7.99,
06/29/2025,06/30/2025,RALPHS #0077,Groceries,Sale,-32.04,
06/26/2025,06/29/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-0.50,
06/26/2025,06/29/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.39,
06/25/2025,06/27/2025,AZTEC RECREATION,Education,Sale,-53.41,
06/24/2025,06/26/2025,TRADER JOE S #224,Groceries,Sale,-4.98,
06/25/2025,06/26/2025,NORTHGATE MARKET #036,Groceries,Sale,-73.96,
06/21/2025,06/23/2025,AURORA LA LLC,Food & Drink,Sale,-15.00,
06/20/2025,06/22/2025,91124-PANDA PAGODA,Food & Drink,Sale,-17.23,
06/18/2025,06/19/2025,CTLP*INNOVATIVE FOTO,Entertainment,Sale,-8.00,
06/17/2025,06/18/2025,COUSIN'S CANDY SHOP,Food & Drink,Sale,-10.94,
06/16/2025,06/17/2025,CTLP*INNOVATIVE FOTO,Entertainment,Sale,-8.00,
06/15/2025,06/17/2025,UCSD HDH INCREDI-BOWLS,Education,Sale,-8.00,
06/13/2025,06/15/2025,TRADER JOE S #224,Groceries,Sale,-3.79,
06/13/2025,06/15/2025,DOMINO'S 7701,Food & Drink,Sale,-51.70,
06/12/2025,06/15/2025,AZTEC MARKET ASU 802,Gifts & Donations,Sale,-4.79,
06/12/2025,06/12/2025,Payment Thank You-Mobile,,Payment,90.28,
06/10/2025,06/12/2025,AZTEC MARKET ASU 802,Gifts & Donations,Sale,-4.79,
06/11/2025,06/12/2025,SDSU,Education,Sale,-7.42,
06/10/2025,06/12/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
06/09/2025,06/11/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
06/09/2025,06/10/2025,SDSU,Education,Sale,-7.42,
06/06/2025,06/09/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
06/03/2025,06/05/2025,AZTEC MARKET ASU 802,Gifts & Donations,Sale,-4.79,
06/02/2025,06/04/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
05/30/2025,06/02/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
05/30/2025,06/01/2025,SDSU,Education,Sale,-7.42,
05/29/2025,06/01/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
05/29/2025,05/30/2025,GOOGLE *YouTube,Entertainment,Sale,-7.99,
05/22/2025,05/25/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
05/22/2025,05/25/2025,TRADER JOE S #224,Groceries,Sale,-9.99,
05/22/2025,05/25/2025,AZTEC MARKET ASU 802,Gifts & Donations,Sale,-4.79,
05/21/2025,05/23/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
05/21/2025,05/22/2025,SDSU,Education,Sale,-7.42,
05/20/2025,05/22/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
05/20/2025,05/22/2025,VONS #2370,Groceries,Sale,-12.07,
05/20/2025,05/21/2025,SDSU,Education,Sale,-7.42,
05/16/2025,05/19/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
05/16/2025,05/16/2025,Payment Thank You-Mobile,,Payment,88.63,
05/11/2025,05/16/2025,SUPER 8 MOTELS,Travel,Return,100.00,
05/13/2025,05/15/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
05/13/2025,05/15/2025,BRIER PATCH,Health & Wellness,Return,15.00,
05/13/2025,05/15/2025,BRIER PATCH,Health & Wellness,Return,15.00,
05/11/2025,05/13/2025,91272 - DALLAS ON STREET,Travel,Sale,-1.50,
05/11/2025,05/13/2025,ROSS STORE #491,Shopping,Sale,-84.36,
05/12/2025,05/12/2025,Payment Thank You-Mobile,,Payment,448.52,
05/10/2025,05/12/2025,WHATABURGER 338    Q26,Food & Drink,Sale,-32.77,
05/10/2025,05/11/2025,WAL-MART #5416,Groceries,Sale,-1.23,
05/10/2025,05/11/2025,SUPER 8 MOTELS,Travel,Sale,-157.12,
05/09/2025,05/11/2025,EINSTEIN'S TERMINAL 1,Food & Drink,Sale,-7.57,
05/10/2025,05/11/2025,SUPER 8 MOTELS,Travel,Sale,-100.00,
05/06/2025,05/08/2025,RALPHS #0077,Groceries,Sale,-71.59,
05/05/2025,05/07/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.39,
05/05/2025,05/06/2025,SDSU,Education,Sale,-7.42,
04/29/2025,05/01/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
04/29/2025,05/01/2025,BRIER PATCH,Health & Wellness,Sale,-30.00,
04/29/2025,05/01/2025,TRADER JOE S #224,Groceries,Sale,-25.43,
04/30/2025,04/30/2025,Payment Thank You-Mobile,,Payment,291.98,
04/29/2025,04/30/2025,GOOGLE *YouTube,Entertainment,Sale,-7.99,
04/28/2025,04/30/2025,TRADER JOE S #224,Groceries,Sale,-17.25,
04/28/2025,04/30/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.53,
04/25/2025,04/28/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.39,
04/25/2025,04/28/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
04/24/2025,04/27/2025,ROSS STORE #348,Shopping,Return,56.01,
04/24/2025,04/25/2025,URGENT CARE AND MORE,Health & Wellness,Sale,-15.00,
04/23/2025,04/25/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
04/23/2025,04/23/2025,WWW.MAJEST* WWW.MAJEST,Health & Wellness,Sale,-60.00,
04/23/2025,04/23/2025,WWW.MAJEST* WWW.MAJEST,Health & Wellness,Sale,-27.00,
04/18/2025,04/21/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
04/17/2025,04/20/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
04/19/2025,04/20/2025,M&amp;M MARKET,Shopping,Sale,-7.38,
04/16/2025,04/18/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-0.54,
04/15/2025,04/17/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.93,
04/15/2025,04/17/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-4.79,
04/13/2025,04/15/2025,TARGET        00014100,Shopping,Sale,-30.24,
04/10/2025,04/13/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
04/11/2025,04/13/2025,RALPHS #0077,Groceries,Sale,-18.73,
04/10/2025,04/13/2025,BRIER PATCH,Health & Wellness,Sale,-30.00,
04/09/2025,04/11/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
04/08/2025,04/10/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-64.00,
04/06/2025,04/06/2025,Payment Thank You-Mobile,,Payment,1094.88,
04/02/2025,04/04/2025,HYATT REGENCY CRYSTAL CI,Travel,Sale,-945.99,
04/02/2025,04/04/2025,BISTRO ATELIER,Food & Drink,Sale,-29.59,
04/02/2025,04/04/2025,HYATT REG CRYSTAL CT F&amp;B,Food & Drink,Sale,-29.50,
04/01/2025,04/03/2025,HYATT REG CRYSTAL CT F&amp;B,Food & Drink,Sale,-19.60,
03/31/2025,04/02/2025,HYATT REG CRYSTAL CT F&amp;B,Food & Drink,Sale,-19.60,
04/01/2025,04/01/2025,Payment Thank You-Mobile,,Payment,337.41,
03/30/2025,04/01/2025,SAN QDOBA T2W 6251391,Food & Drink,Sale,-24.28,
04/01/2025,04/01/2025,LANTERN RESTAURANT,Food & Drink,Sale,-26.32,
03/30/2025,03/31/2025,DISTRICT PIZZA PALACE,Food & Drink,Sale,-21.65,
03/29/2025,03/31/2025,ROSS STORE #348,Shopping,Sale,-250.46,
03/27/2025,03/30/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.49,
03/26/2025,03/28/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-4.49,
03/26/2025,03/28/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.29,
03/26/2025,03/28/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-4.19,
03/25/2025,03/27/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
03/25/2025,03/27/2025,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.00,
03/24/2025,03/26/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
03/22/2025,03/23/2025,SQ *CROW AND LILAC LLC,Shopping,Sale,-9.70,
03/22/2025,03/23/2025,COSTCO WHSE #0488,Shopping,Sale,-3.53,
03/19/2025,03/21/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
03/19/2025,03/21/2025,SDSU BOOKSTORE 304,Gifts & Donations,Sale,-5.66,
03/18/2025,03/20/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
03/17/2025,03/19/2025,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,
